title_id,title,genre,weekdays,length,subscribers,rating,views,likes,status,daily_pass,author,synopsis
7692,In the Spirit of the Law,DRAMA,SUNDAY,10,22088,9.05,156694,17045,ONGOING,FALSE,"MyeongSeok,Yeonsaeng","After a mysterious accident on a scorching summer day, high school student Jaehun wakes up to a startling discovery his soul is now sharing his body with that of an enigmatic ascetic. Over the next three years, Jaehun adjusts to life with his unexpected companion while undergoing rehabilitation. Just as he begins to settle into this strange new reality, he faces a pivotal moment: choosing his path for college. A conversation with his defense attorney father opens the door to a world he had never considered before."
7690,The Emperor's Puppy,FANTASY,WEDNESDAY,10,73685,8.92,779019,73297,ONGOING,FALSE,"Lee huin,muneobal,Namdogyeom","Many people dream of being reborn as a princess in another world. And Hari, an ordinary woman, finds herself in that exact situation or so she thought. Instead of flowy hair and the beautiful face of a princess, she has stubby limbs and shiny black toe beans. Yup, she been reincarnated in a palace in another world as a dog. And a talking one, at that! Will she be able to survive as the pet of the emperor rumored to be a ruthless tyrant? Will she ever be able to turn into a human? Find out in this humorous story about a little talking puppy living in a fantasy world!"
7689,Holding You Close,ROMANCE,WEDNESDAY,7,103680,7.99,932397,70983,ONGOING,FALSE,"LICO,dotory","After three failed marriages, Archduke Theo de Phoenix has long accepted that love simply isn in the cards for him. After all, who could love a warhardened monster like him? So when his fourth bride arrives, he greets her covered in blood, gives her a shabby attic for a room, and keeps his distance. Surely, this one will run too. But Yuelina is not like the others. To Theo disbelief, she welcomes his presence and fills his cold world with warmth and light. As the walls around his heart begin to thaw, will Theo finally allow himself to love?"
7688,"I'm a Villainess, but I Won't Live Like One",ROMANCE,WEDNESDAY,8,249905,9.29,2362790,172688,ONGOING,FALSE,"Studio wooridle,Hwang DoTol","Bianca is just another noble lady with a simple dream: to marry into a dukedom and enjoy a life of luxury. But everything changes when she stumbles upon a book one that casts her as the villainess, doomed to stand in the way of her reallife fiance love story with a commoner girl. As Bianca realizes the book accurately depicts her own fate, she refuses to accept her tragic ending. Can she rewrite her story, or is she simply destined to become a villainess?"
7687,Death Is My BFF ,SUPERNATURAL,MONDAY,4,46188,8.12,203569,12284,ONGOING,FALSE,"Katarina E. Tonks,Kisai Entertainment,KrisantiComics","On the night of her eighteenth birthday, Faith Williams meets the boy of her nightmares Death himself. Unbeknownst to her, Death has come to collect on a forgotten promise Faith made long ago. But when she refuses to comply, Faith's reality twist into something unrecognizable. Torn between Death dark pull and her growing connection to David Star a golden boy with secrets of his own Faith is left questioning everything and everyone. With the truth buried in her past, Faith must uncover who she really isbefore Death finally claims what he was promised."
7686,Fantasy High,COMEDY,TUESDAY,7,168023,9.8,1135997,112909,ONGOING,FALSE,"Dimension 20,Denaseey,Derek V. Song,Alex BrennanDent,SZ,Starpiper,Nisaa,WmW","When girls at Aguefort Adventuring Academy go missing, six heroes who meet in detention band together to investigate their new high school for clues. This gang of selfanointed Bad Kids sets off on a wild journey, encountering vicious corn chowder and debaucherous wizards, among other perils that threaten their lives and the world they know and love. Based on the hit Dimension 20 show helmed by Brennan Lee Mulligan."
7685,They Called Us Enemy,GRAPHIC_NOVEL,SUNDAY,3,11258,9.54,27071,3901,ONGOING,FALSE,Top Shelf Productions,"George Takei has captured hearts and minds worldwide with his captivating stage presence and outspoken commitment to equal rights. But long before he braved new frontiers in Star Trek, he woke up as a fouryearold boy to find his own birth country at war with his father's and their entire family forced from their home into an uncertain future. In a stunning graphic memoir, Takei revisits his haunting childhood in American concentration camps, as one of over 100,000 Japanese Americans imprisoned by the U.S. government during World War II. Experience the forces that shaped an American icon and America itself in this gripping tale of courage, country, loyalty, and love."
7684,Godzilla: Unnatural Disasters,GRAPHIC_NOVEL,SATURDAY,4,16320,9.5,36726,3234,ONGOING,FALSE,IDW Publishing,"The King of the Monsters is back in this compendium collecting three series Legends, In Hell, and Rage Across Time! In a world where monsters roam freely, some stories have been lost to time until NOW! In Legends, the kaiju of Godzilla's fearsome rogues gallery get the spotlight. Featuring Anguirus, Rodan, Titanosaurus, Hedorah, and Kumonga! Then, meet Godzilla's greatest adversary of all times the impossible tortures of Hell! It's a monster battle that takes you through the depths of the underworld. Move over dinosaurs monsters used to rule the planet! In Rage Across Time, travel to different time periods to examine the origin of myths that fueled nightmares Feudal Japan, ancient Greece, medieval England, and classic Rome!"
7683,Sonic the Hedgehog,GRAPHIC_NOVEL,THURSDAY,4,72005,9.8,212057,22358,ONGOING,FALSE,IDW Publishing,"The evil genius Dr. Eggman has been foiled but the work of Sonic the Hedgehog isn over yet! In the aftermath of the latest epic battle, rogue robots continue to attack small villages around the world. In order to defeat them, Sonic will need the help of his friends Tails, Knuckles, and Amy, along with some new and surprising allies. This new collection features the Blue Blur like youve never seen him before. Gotta go fast!"
7682,Locke and Key,GRAPHIC_NOVEL,WEDNESDAY,4,11130,8.76,21690,2681,ONGOING,FALSE,IDW Publishing,"Locke & Key tells a sprawling tale of magic and family, legacy and grief, good and evil. Acclaimed suspense novelist and New York Times bestselling author Joe Hill (The Fireman, HeartShaped Box) has created a gripping story of dark fantasy and wonder with astounding artwork from Gabriel Rodriguez that, like the doors of Keyhouse, will transform all who open it."
7680,Beneath the Trees Where Nobody Sees,GRAPHIC_NOVEL,TUESDAY,4,27661,9.57,116963,13883,ONGOING,FALSE,IDW Publishing,"Don. Murder. The locals.This is smalltown serial killer, upstanding citizen, and adorable brown bear Samantha Strong cardinal rule. After all, there a sea of perfectly ripe potential victims in the big city just beyond the forest, and when youve worked as hard as Sam to build a cozy life and a thriving business in a community surrounded by friendly fellow animal folk, warm decor, and the aroma of cedar trees and freshly baked apple piethe last thing you want is to disturb the peace.So you can imagine her indignation when one of Woodbrook own meets a grisly, mysterious demise and you wouldn blame her for doing anything it takes to hunt down her rival before the town selfdestructs and Sheriff Patterson starts (literally) barking up the wrong tree.Cute critters aren immune to crime in this original graphic novel debut by writerartist Patrick Horvath."
7679,Love Bites,ROMANCE,SATURDAY,10,647020,9.47,13336612,509011,ONGOING,FALSE,"Alicia Wallace,WmW,Anzaitea,Ele,Saisho,Jun","When Kieran meets his new classmate, Mason Kane, he bristles with an unexplainable disdain. Soon it becomes apparent why: Mason is a werewolf. But when a fight turns into a sudden kiss that neither expects, Kieran's feelings for Mason turn to attraction in an instant. None of it makes sense vampires and werewolves are supposed to be mortal enemies, so why does Kieran find Mason so irresistible?"
7666,The White Tower Rogue Mage,FANTASY,FRIDAY,2,48937,9.45,103058,8139,ONGOING,FALSE,"YeongMyeong,SaemMi,JerryM","Once the greatest mage and Grand Magus of the White Tower, Oscar Sage dies in a war against The Demon Emperor only to awaken twenty years later as the disgraced noble, Oscar Crusian. The oncemighty White Tower lies in ruins, and rival factions hold control over military and resources. With his mana circuits sealed and former allies now enemies, Oscar must rebuild the White Tower, seek vengeance, and reclaim his power before the Mage Council exiles him for good. Will magic rise again or will it be buried forever?"
7665,"I Decide My Fate, Your Highness",ROMANCE,THURSDAY,8,89826,8.21,718903,51649,ONGOING,FALSE,"Neko Aoi,Touma Nasu","Betrayed by her family and sentenced to die as an experiment, Phillie Lutner awakens the Tarot Cards of Fate, a Divine Relic with the power to rewrite time. Determined to reclaim her life, she uses their magic to escape her former fiance, outsmart her scheming halfsister, and claim her rightful place as heir to the House of Lutner. But as she uncovers a dark plot surrounding the Relics, one question remains can she break free from the past and build a future with those she loves, or is she doomed to repeat her tragic fate?"
7658,Holy Night: The Zero,THRILLER,FRIDAY,13,14475,9.05,102566,9215,ONGOING,FALSE,"saisa,jeong hangil,Don Lee","Raised as brothers in an orphanage, Bawoo and Joseph take opposite paths Joseph becoming a priest and Bawoo becoming an underground fighting champion. However, when Joseph awakens as the great demon Lucifer and massacres the residents of their orphanage, their brotherly relationship turns into one fueled by revenge. In order to bring Joseph to justice, Bawoo sets off on a relentless pursuit of him and his cult. As threats mount and doubts creep in, can Bawoo powerful fists and allies overcome Joseph overwhelming supernatural powers and influence?"
7647,Singles Royale,ROMANCE,WEDNESDAY,6,60366,9.33,361681,35475,ONGOING,FALSE,"JINJA,JeongSaeng","Find love and 500 million won?Three women are about to take on a special challenge to escape their forever alone status.The airhead Jurim, the trash collector Seona, and the devout Christian Chaeyul are ready to compete for both money and love for the first time ever.Who will take it all?"
7645,The Formerly Number One Ranked Rookie,FANTASY,THURSDAY,8,34339,6.95,214753,15176,ONGOING,FALSE,"Shinko Shoto,roko.","After learning that he can make money by clearing a fulldive VR game called Prophecy Online, Ray Endo bets his life on the game in hopes of striking it rich. When he successfully clears the game, it suddenly announces its shutdown. However, days later, the world is on the brink of destruction by the same monsters from Prophecy Online. As the only person who has cleared the game and knows its ins and outs, Ray decides to seize this opportunity and profit from his power and knowledge."
7644,The Second Chance Convenience Store,SLICE_OF_LIFE,SUNDAY,12,61869,9.61,656904,81182,ONGOING,FALSE,"Kim HoYeon,ANGELA,p.P","There a convenience store that feels uncomfortable but somehow keeps drawing you in. One day, a new nightshift parttimer appears at the small convenience store his rugged looks fill everyone with unease, but soon he brings about a refreshing change to this small convenience store.He helps not only his coworkers but also customers, resolving their worries and troubles. Who is this mysterious nightshift parttimer?"
7643,Zero0: A Space-Time Mage,ACTION,WEDNESDAY,13,53898,5.76,501551,32228,ONGOING,FALSE,"Kazuma Miki,S.H","What if your future self appeared to guide you?Haruto is a magicless stooge in a world of mages, but everything changes when his future self appears and alters his destiny. However, with great power comes great challenges. Thrust into the spotlight, Haruto must face relentless trials while following the guidance of the person he is destined to become.But one question remains why has his future self traveled back to the present? What does he want from Haruto?"
7634,The Genius Wants an Ordinary Life,SLICE_OF_LIFE,SUNDAY,5,52313,9.46,300564,29649,ONGOING,FALSE,"Ati,Silk shell,Jason.e","A man who has everything and yet nothing.The only thing successful corporate executive Jinhyeok Son ever really wanted was an ordinary life with a beloved family, a desire arising from the tragic death of his parents when he was a child. This all changes after he finds himself back in his nineyearold body after an accident to a time when his parents are still alive, to the very life he had longed to return to! Can Jinhyeok change the past and finally fulfill his dream of an ordinary life?"
7633,Just a Cat,FANTASY,WEDNESDAY,6,71866,9.72,407484,48333,ONGOING,FALSE,JOO HONG,"In a world filled with monsters and magic, a cat and a hunter named Hawk begin their adventure with different purposes but with the same goal in mind: to protect something precious and seek revenge."
7587,Praesepe Outside the Cage,ROMANCE,MONDAY,13,96377,9.2,1144806,96599,ONGOING,FALSE,"Chasam,SimCheong,Baek Lee Deum","Trapped inside the world of ""Praesepe in a Cage"", Juyeon Yun becomes the game female protagonist, Praesepe, and must navigate a tangled web of romance and danger to escape. After completing all five male protagonists' storylines, she thrust into ""secret mode,"" where everything changes. The characters she thought she knew are acting strangely, and Praesepe begins uncovering secrets memories, death, and a mysterious new ally named Grand Duke Fenrick. As she gets closer to finding the ""real"" male protagonist, Praesepe must decide who to trust, and whether escaping the game is truly the freedom she desires.""This series contains depictions of abuse that may be upsetting to some readers. Viewer discretion is advised."""
7575,Justice x Heresy,ROMANCE,SUNDAY,4,31516,8.89,161813,20393,ONGOING,FALSE,LiarCat,The relationship between a monster and the paladin sent to kill her.
7574,The Siren's Light,ROMANCE,THURSDAY,4,70052,9.28,316916,35630,ONGOING,FALSE,"axdevila,Brittany Brunicardi","""Never sail into the sea when your heart bears the weight of sorrow,"" Jaena, burdened by the pain of a recent breakup, stumbles upon a mystical encounter that changes her life forever. As the deep sea threatens to swallow her whole, an alluring beauty emerges from the depths, followed by a kiss that ignites a bond between two worlds that of a human and an annoying, flirtatious siren."
7573,Jas and Art,ROMANCE,FRIDAY,5,61723,8.87,368657,28782,ONGOING,FALSE,Dyumint,"When Jas jokingly claims he dating Art, his words spark a schoolwide misunderstanding that flips Art life upside down. The rumor costs Art his chance to get closer to his crush Julienne, who just so happens to also be Jas sister. To make things right, Jas proposes a deal: if they pretend to date, hell help Art win over Julienne. As they navigate fake couple activities, unexpected friendships, and school drama, their carefully crafted act becomes more complicated than they ever anticipated."
7570,The Princess is Now the Duke,DRAMA,MONDAY,3,45348,8.73,153266,16300,ONGOING,FALSE,Toonimated,"Princess Amara fakes her own death to escape an unwanted marriage and reinvents herself as Duke Alexander the perfect suitor to marry Lady Elaine, the woman she truly loves. But Elaine, unaware of the truth, is set to marry Prince Edgars Amara own brother. When the Emperor declares a tournament for Elaine hand and the throne, Alexander must outfight rival suitors and win Elaine's trust all while keeping her true identity a secret."
7568,Surviving as the Crown Prince's Childhood Friend,ROMANCE,TUESDAY,13,98666,8.51,1047201,81383,ONGOING,FALSE,"LICO,HANBIN,BICHEL","When Ella finds a sickly young boy suffering from a mysterious illness in a cave, she brings him home, only for her to discover a special healing power that helps him recover. Six years later, Carl has grown into a striking young man, but to Ella, he remains like a brother or so she thinks. Though childhood friends, what Ella doesn know, is that Carl is the lost crown prince of the Easton Empire, believed to have perished in a fire and is only biding his time to make things right again. But Carl has another secrethis feelings for Ella go far beyond family"
7567,The Archmage Restaurant,FANTASY,SATURDAY,10,109898,9.34,963437,97725,ONGOING,FALSE,"Bad boys,Mr.Cha,INUS","A young aspiring chef suddenly finds himself in a world of war, dragons, and magic. These two worlds couldn be further apart or could they? Who says you can open a restaurant in a fantasy realm? I mean, what could possibly go wrong?A perfect series for fantasy, magic, and food lovers."
7566,This Wasn in My Adoption Plan!,DRAMA,SUNDAY,13,195207,9.6,2849377,253166,ONGOING,FALSE,"Takbon,Il_won,Aeramsi","I spent a decade cleaning up after Duke Havenik Brauno mess only to be murdered by him?Reincarnated as Aerin Brauno, an illegitimate child of the Brauno family, she horrified to find her adoptive father is none other than the man who killed her. This time, Aerin refuses to let him control her fate. Armed with the knowledge from her past life, she determined to escape his grasp and find a new path. Can she rewrite her destiny, outsmart the deadly Duke, and maybe even save the Brauno family?"
7565,"Her Tiny Highness, the Mastermind",FANTASY,SATURDAY,11,69788,8.31,786273,64599,ONGOING,FALSE,"GOTA,GOM NAE GOM,LICO","The martial arts world's most dangerous mastermind finds herself reborn in the weakest possible form: a tiny toddler and holy monarch successor, destined to die young. But Danye Jin didn't survive centuries of martial arts intrigue just to accept defeat in diapers. Armed with ancient techniques and disarming baby charm, this mysteriously capable little girl is turning imminent death into the realm's greatest adventure. Who knew saving yourself could be so adorably dangerous?"
7529,The Zenith,FANTASY,WEDNESDAY,11,49725,9.3,426224,36467,ONGOING,FALSE,Siksabaeksu,"Jinwol Ma, better known in the martial realm as the Mad Demon, once stained the earth with blood in his pursuit to become the pinnacle of all living things.That was until his final battle with the Five Supreme Masters, where the leader of the Fire Dragon sect sealed him away using the DemonSealing Sword.Now, three thousand years later, Jinwol awakens, but he is no longer on Earth. Instead, he finds himself surrounded by hostile alien civilizations.Will Jinwol rise once again to aim for the peak of all living creatures?"
7525,On the Way to Meet Mom,FANTASY,MONDAY,10,152330,9.95,1348655,176517,ONGOING,FALSE,GOMYANG,"One day, after being discovered in an abandoned house by a rescue team, Mori suddenly finds himself in a children's protection center. Here, he begins to learn a new way of life one that includes grand care packages sent by a mysterious patron.But when his closest friend is reunited with her mother and leaves the center, Mori learns for the first time the existence of a mother for every child, and decides to embark on a journey to find his own. But what sort of obstacles wait along the way?"
7524,Momfluencer,DRAMA,WEDNESDAY,17,17462,7.13,416371,40406,ONGOING,FALSE,"Maemi,Hee Se","How far would you go for fame and wealth? Fledgling mommy influencer Juyeon Park is desperate to join the ranks of popular internet celebrities. Thanks to a video of her daughter going viral and her friend from high school, popular influencer Yehui Kim, she finally gets the chance to join the ultraexclusive Deep Pink Society, a group made up of former idols, wealthy CEOs, and social media stars. Elated at the chance to become one of the glittering elite, she determined to do whatever it takes to make this work no matter the cost."
7523,The Forbidden Marriage,HISTORICAL,MONDAY,13,52038,8.76,495802,40713,ONGOING,FALSE,"Chun Ji hye,Sanchaek","It been seven years since King Heon Lee declared a marriage ban in Joseon after the death of his wife. But one day, he comes across a woman named Sorang Ye who claims she can summon the spirits of the dead. Though Sorang was lying about her spiritual powers, she now has no choice but to put on an act for the king.As the secrets behind the mysterious death of the king wife and Sorang past start unraveling, the red thread of fate becomes more entangled"
7522,The Tyrant of the Apocalypse Returns,ACTION,WEDNESDAY,13,65011,8.56,598064,47958,ONGOING,FALSE,"Kim Dok Bae,Dae Gyeong,Lee hyung suk","As Hellgates open across the globe, humanity falls, bringing with it the death of Goong Nam family. On the edge of a cliff, he loses hold of his beloved daughter hand as she falls straight into the jaws of a fiend. He wishes to reach out one more time with his shattered arm and grab her hand. He wishes to turn back time. These wishes can be granted, but for a price: completing a legendary quest by offering the heads of 666,666 highranking demons. Thus begins Goong unrelenting, bloodsoaked battle, filled with chaos and an unyielding love for his family."
7521,Till Crimes Do Us Part,ROMANCE,TUESDAY,11,126685,8.83,943030,78037,ONGOING,FALSE,Paintword,"Althea heiress to the Loviatar crime syndicate has been playing a cat and mouse game with the duke and head Jupiter agent Damien Reed for years. The phantom thief has stolen art, gems, secrets and gotten away without a trace. But the one thing she can't get away from is her father's control. So she has no choice but to accept when he offers up this impossible bargain: impersonate Damien's fiancee, take down Jupiter from the inside, and kill Damien in exchange for her freedom. All Althea needs to do is not get caught or fall in love with the duke in the process."
7501,The Heavenly Demon Wants a Quiet Life,ACTION,THURSDAY,10,60459,9.11,457156,39309,ONGOING,FALSE,"kijema,seul woo,KH","After a lifetime of bloodshed, the Heavenly Demon longs for peace. In his final moments, he uncovers the truth about his power and yearns for a different life. He wakes up in the body of Taesan Byeok, the frail second son of a powerful merchant family, barely clinging to life. Using his knowledge from his life as the Heavenly Demon, Taesan must navigate a world of temptation and corruption to survive. As his martial arts reputation grows, new enemies emerge to disrupt his quiet life. Yet, Taesan is determined to live on his own terms, despite the chaos around him."
7500,The Regressed Empress Abduction Marriage,DRAMA,SATURDAY,9,113914,8.55,1177151,84745,ONGOING,FALSE,"greeon,Shin EunYe","Eliano, the daughter of a powerful duke, marries the seventh prince of Jakador, and they fall in love. But their happiness is shortlived when the prince ascends to the throne. After suffering a miscarriage, she is cruelly poisoned by her husband and dies. Eliano miraculously wakes up to find herself 21 years old and is now determined to avoid the tragic future she once lived. Will she be able to find happiness in this new life?"
7499,Find My Crown,ROMANCE,THURSDAY,8,83052,8.48,699124,48360,ONGOING,FALSE,MUTE,"Ari is a headless grim reaper who has been guiding souls to the afterlife for hundreds of years. She has always felt unseen and unloved because no one can see her face. That all changes when she encounters Ucheol, a popular actor who can see her head and agrees to help her search for it. Will Ari find her missing head and reclaim her identity, finally freeing herself from a lifetime of loneliness?"
7498,A Husband I Didn Expect,ROMANCE,MONDAY,8,106155,8.08,977600,53392,ONGOING,FALSE,"Got W,The Greedy Gatsby,Damsu","Gyeoul has lucked into a marriage with a rich, handsome, and kind man. The catch? She has no idea how it happened.After an accident wipes out the past year of her memory, Gyeoul finds herself living a life she doesn't recognize Sihu Kang, her sworn enemy, is now her doting spouse, and he won't stop gushing over her.Wait, I have to share a bed with this guy? And kiss him, too? Why does he keep saying he loves me?!Something about this marriage doesnt add up."
7497,Thiendavis: The Road to Salvation,ROMANCE,SUNDAY,10,56144,8.38,497564,45162,ONGOING,FALSE,"Kim Youngji,Nring,SAMGONG","Evie Ariatte, a lovely saintess candidate, has her bright future shattered when a sudden curse forces her to answer every question with the truth. This unexpected twist of fate threatens her reputation and jeopardizes her dream of becoming the saintess. As her blunt honesty earns her both friends and enemies, will Evie uncover the hidden truths of Thiendavis and bring about its perfect salvation?"
7496,A Kiss Before I Sleep,ROMANCE,TUESDAY,9,68213,9.29,504948,35466,ONGOING,FALSE,Chaeeun Lee,"Jiho has a superpower that causes explosions whenever she gets excited, making dating and fun nearly impossible until she discovers that touching her new neighbor, Yechan, miraculously helps her control her ability. Determined to maintain physical contact without outright harassing him, Jiho embarks on a mission to seduce Yechan and become his girlfriend. Along the way, ghostly advice and a whirlwind of chaos lead her to uncover the mystery of their unique connection in this unpredictable romance."
7495,Bastian,ROMANCE,THURSDAY,13,94247,6.96,1116226,81517,ONGOING,FALSE,"Solche,Abin","The curtain rises. Bastian Klauwitz and Odette von Dyssen begin their act for the empire, playing the perfectly enamored couple who are engaged to be married. But beneath the facade, the two are only playing the part as a means to their separate objectives. What they don realize yet is that they may be more alike at heart than they seem In a maze of misunderstandings, secrets, and revenge, will Bastian and Odette be each other salvation or destruction?"
7494,My Clueless Love Diary,ROMANCE,MONDAY,14,144670,9.45,1489505,127007,ONGOING,FALSE,"Yonghyun,Solar","Im gonna live a normal life!Choeun, the heir to the powerful underground clan, Hongsal, has entered university. Her only wish? To make lots of friends and enjoy a peaceful, ordinary college life. But who are these four mysterious guys constantly hanging around her? 'Are you my enemy? My ally? Or do you like me?' Thrown into a whirlwind of emotions at twenty, can Choeun finally achieve the campus life she always dreamed of?"
7493,The Merman Trapped in My Lake,ROMANCE,MONDAY,13,110099,9.33,1124388,106372,ONGOING,FALSE,"R.PPOBI,Mitchu","Servaine Noxirel was never easily pleased, but that changed when her father gifted her a merman, named Mel. Mel became Servaine entire world, but as Servaine health worsened and before her death, she confessed her love but never heard his answer.A century passes by and, Mel, now a human, instantly recognizes Servaine great grandniece, whose resemblance matches that of her name. But the reasons behind Mel long wait and his true feelings remain a mystery. Is it love he seeks, or revenge?This series contains themes regarding depression, suicidal ideation and abuse that may not be suitable for all readers. Viewer discretion is advised. If you or someone you know is struggling or in crisis, please reach out for help at Crisis Text Line (http://crisistextline.org/)"
7492,The Beloved Incompetent Stepmom,ROMANCE,MONDAY,9,304924,9.47,3650834,281701,ONGOING,FALSE,"Tsuruko Maruko,irukura,KII AOFUJI","Dismissed as incompetent and neglected by her family, the Duke daughter, Elsha, is suddenly ordered to marry the infamous Archduke Iceberg a war hero feared for his ruthless reputation. Rather than despair, she seizes this chance for a fresh start. But upon arriving at his manor, she finds the Archduke missing and is instead met by his wary adopted sons, Wilbert and Hugh who had no idea their father was remarrying. With an absent husband, distrustful stepchildren, and a manor full of secrets, can Elsha carve out a place for herself and find happiness at last?"
