title_id,title,genre,weekdays,length,subscribers,rating,views,likes,status,daily_pass,author,synopsis
7411,"Lock Me Up, Duke!",ROMANCE,WEDNESDAY,19,257550,8.74,4777451,328365,ONGOING,FALSE,"Kisai Entertainment,GLEE CAT,AriaSama,Nana.maruse,Ndeelooknow Studio,Ha Min Seon","When doomed to get the bad ending, everyone would try to avoid it no matter what, right? But, that not the case for AMin Kim. Reborn as Jayna Blake, the main character of her favorite game: How to Fall in Love with the Obsessed Man, Amin Kim is determined to get the locked up ending. Free food, limitless sleep, and no need to work! Whod refuse that? At least, not Jayna!"
7410,Be By My Side,ROMANCE,THURSDAY,19,273752,8.25,3974777,326390,ONGOING,FALSE,"Team yundo,bumto","Aylah Goldwyn destiny had been determined since her birth: she was to marry the crown prince. However, on the day after her wedding, the prince asks for their marriage to be dissolved. Now, she suffers from nearconstant headaches and insomnia, made bearable only through the embrace of a man. One night, she discovers a man who can make her headaches disappear entirely with nothing but a touch. But the next morning, she discovers that he left without a word, and she doesn even know his name. Will she be able to find this mysterious man, her cure?"
7409,I've Fallen for the Empire's Greatest Villainess,ROMANCE,FRIDAY,22,187760,9.51,3372718,314164,ONGOING,FALSE,"AJI,Atsushi,Perlacot","There a price to be paid for a seemingly perfect life. For Raven, the dashing young son of a duke tasked with guarding the empire, marriage represents nothing but a downward spiral into misery. Cherishing his freedom as a bachelor, Raven is perplexed when the daughter of rival House Sharen makes him a daring proposal of marriage. But there a hitch: Lady Estrella Sharen is an infamous villainess who is feared across the empire! Raven suspects there is more to her than meets the eye, but nonetheless agrees to enter into a marriage contract"
7408,Chronicles of a Doomed Prodigy,ACTION,FRIDAY,17,70358,9.61,956942,93226,ONGOING,FALSE,"JP,YOON.C,Blue seesaw","Gifted by the heavens yet cursed by fate, Yeonshin was born with unimaginable talent in martial arts. But this very gift condemned him to a life that would end before adulthood. With the right opportunities, he had the potential to become a legendary hero, or the reincarnation of the Heavenly Demon. Yet fate cast him into the thirdrate Jeong Clan, a family of no particular renown. Now, with time slipping through his fingers, Yeonshin must find a way to defy his doomed destiny."
7407,For the Princess Who Will Disappear,ROMANCE,WEDNESDAY,19,93617,7.97,1426260,103639,ONGOING,FALSE,"942,Rimha,seodamyeon","Youre saying that I, a barmaid who grew up on the streets, might be the princess?!After pawning off a necklace, Sasha finds herself embroiled in a game of politics and enters the Imperial Palace as the longlost Princess Anastasia. The secretive romance between Sasha, a shrewd and daring backalleyraised princess,and the stern Duke Lascan, fiancee to the missing princess who vows to stay by Sasha's side, unfolds!"
7406,Transference,ROMANCE,MONDAY,18,123498,9.61,1718106,161563,ONGOING,FALSE,Hyangyu,"Sua, a college freshman in Creative Writing, struggles to understand and express her emotions, leaving her isolated from those around her. When she meets Taeyang, a secondyear Sports Coaching student who can sense emotions through touch, their unexpected connection sparks a journey of discovery. Paired for a class assignment that involves a ""date,"" their bond deepens.This is a story about a man who feels too much and a woman who feels too little, and their journey toward emotional growth."
7405,Deadpoint,SPORTS,TUESDAY,16,40645,9.7,297070,41090,ONGOING,FALSE,MAYORAC,"When the going gets tough, the tough get going. But what if sooner or later, we hit a ceiling and can soar any higher? For Hoji Park, a young sports climber with grand ambitions, it difficult to accept that our limitations are set in stone. When her mother passes away from a tragic accident, Hoji begins to see a literal manifestation of her limits in the form of a dark barrier across the sky. Years later, together with former climbing idol Aseong Chae, Hoji begins the ultimate climb of all the ascent past all limitations."
7404,False Paradise,SF,TUESDAY,16,35030,9.68,407227,51941,ONGOING,FALSE,samchon,"High school student Sanho, blessed with extraordinary intuition, finds himself caught in a battle between monsters only he can see, nearly losing his life. He awakens in a world where monsters keep humans as pets. Now trapped as a pet himself, Sanho desperately searches for a way to escape and return home. Will he be able to find his way back home?"
7403,Game Master,FANTASY,MONDAY,19,77563,9.11,1056881,100514,ONGOING,FALSE,"hibnkuma,Akaogi seki","""Gamemaster,"" a high school streamer, dedicated his life to beating the supposedly unbeatable game ""Hero's Destiny."" Finally succeeding after ten years, the realization that he's wasted his life is shortlived, as the game asks him to keep playing only for him to wake up inside the game after he agrees, in the body of Callix Szcecin, the meek young son of a count. Together with Lyla, the maid and assassin hired by his stepmother who failed to kill him, Russel, the loyal knight, and Kraut, a young knight with much potential, Callix must survive the game again, in person."
7402,It Wasn't Love at First Sight,ROMANCE,WEDNESDAY,17,117863,8.55,1662991,125494,ONGOING,FALSE,IM,"Eunjae Seo, a notsofortunate member of a wealthy conglomerate family, goes on a blind date with Shiu Yun, whom her grandfather arranged for her to marry. Initially wary of Shiu due to his bad reputation, Eunjae starts warming up to him as Shiu confesses he fell in love with her at first sight. She ends up falling deeply in love with him. The two seem to be a happy couple, until Shiu begins to reveal his secrets to her after their wedding."
7401,Hero of All Trades,ACTION,MONDAY,20,98355,9.29,1374087,114770,ONGOING,FALSE,"KyuYoung,White Eagle","Gangin Na wakes up in the year 2024 in the middle of South Korea with no memory of where or who he is.Upon hearing a voice that sounds strangely familiar, he comes face to face with a robot named ACE (Autonomous Combat Entity), who informs him that he was once part of the Earth Federation Forces in the year 2082 and possesses a wide array of skills.Gangin decides to join forces with ACE to recover his lost memories and adapt to life on Earth, but the two look to be in for a bumpy ride."
7400,The Graymark,ACTION,FRIDAY,19,33942,9.34,401116,31119,ONGOING,FALSE,GM.T,"Have you ever been so angry that you wanted to break the laws of physics and throw down with a cosmic being? Well, you might if youre Great no, not great, I mean Great the Executioner. On planet Graymark, where the law decrees that all sinners must die, Great makes a name for himself butchering criminals in their thousands. Except now the law is no more, and Great must stand trial before the King of the Cosmos, Lohumlagaha. Enraged by fate, Great takes up his sword. It's just one last time Or is it? This series contains themes regarding child abuse that may not be suitable for all readers.Viewer discretion is advised."
7393,Devilish Son-In-Law,FANTASY,SATURDAY,22,246300,9.68,3398912,338614,ONGOING,FALSE,"Park Sol,ilyuk","Jaerim, a.k.a. the Executioner, the most fearsome villain of all, is about to marry his civilian girlfriend! But before they can say I do, he has to survive life with her family, who just so happen to be the most powerful superhero clan. Can he keep his identity a secret and convince them that he the perfect soninlaw?"
7392,My Girlfriend is the Man!,ROMANCE,MONDAY,19,48092,7.36,888659,88363,ONGOING,FALSE,massstar,"Yunjae Park thought his relationship with his girlfriend, Jieun, was perfectuntil one shocking morning changed everything. Jieun has mysteriously transformed into a man overnight! Can the two adjust to this sudden and earthshattering change? And will Jieun ever turn back to who she once was?!"
7391,Leviathan,ACTION,FRIDAY,18,80696,9.18,962373,84609,ONGOING,FALSE,"lee kyung tak,noh mi young","""The Survival of Humanity in a Submerged Earth""The endless monsoon began when an icy comet collided with the Moon, triggering a catastrophic flood on Earth. For 70 years, unrelenting rain fell, ultimately submerging the entire planet.Having lost their land, humanity's survival now depends on life at sea. The oncedominant species that ruled the Earth is no more. Sea creatures, mutated into grotesque beings known as ""leviathans,"" now pose a deadly threat to human life.As the world teeters on the brink of collapse, two siblings, Bota and Rita, must navigate a dangerous new reality filled with monstrous threats, human conflict, and the destruction of the environment."
7371,Kowloon: COPàKA,ACTION,SATURDAY,19,46528,9.25,408094,35920,ONGOING,FALSE,Inhwi Baek,"Jintae Seo and his younger sister Jina, a purpleeyed albino, are separated after being kidnapped by human traffickers. After two years of torment, Jintae is rescued by an assassin named Shin Kim. After years of training, Jintae, now an assassin himself, follows a lead to Hong Kong to find his sister. After accidentally getting involved in a gang war, it is revealed that Jina is apparently an assassin working for Kai Liu, another albino, who is rebelling against the Triad, and claims that Jina is his halfsister. Can Jintae stay alive long enough to reunite with her?"
7370,The Roguish Guard in a Medieval Fantasy,FANTASY,THURSDAY,23,77136,9.39,1107340,119470,ONGOING,FALSE,"gomdolineun,kimgarden,Studio MW,WM","In a brutal medieval world where innocence means life and guilt means death, Aron, captain of the castle guard, enforces order within the fortress. But when demons begin to corrupt men hearts, violent events erupt, including repeated attempts to assassinate the lady of the castle. As Aron hunts the culprits, he encounters a demon that marks him, granting incredible strength but tainting his body with dark magic. Now, with his mind clouded and powers growing, Aron must unravel the mystery before the castle and his soul fall to ruin."
7369,Endless Summer,ROMANCE,SATURDAY,24,183143,9.03,2925790,216980,ONGOING,FALSE,"HEYU,Solbangul,DALRO","After being joyfully reunited with Jinhan Ryu, the best friend of her brother, Hayeon Ji day immediately takes a turn for the worse as the two witness her boyfriend with another woman, right in front of them.After a series of awkward, coincidental encounters between the two, Hayeon and Jinhan begin to get reacquainted with one another. But after spending some time together, Jinhan seems to begin seeing her as more than his friend little sister."
7368,Locked Up by My Mad Dog,ROMANCE,WEDNESDAY,18,115737,7.09,1779857,103904,ONGOING,FALSE,"Hangaga,Choi Hwain,Eun GaVit","After dying and being reborn as Elizabeth, a character from a dark fantasy novel, the new Elizabeth begins to navigate her new life.Set to be married to the empire crown prince, the new Elizabeth can believe her luck. But just as she getting ready for a life on easy street, the dark secrets of the previous Elizabeth begin to come to light. Learning that Elizabeth keeps a slave known as her dog,Elizabeth feels she should set him free. But little does she know that pulling on this thread will unravel far more than she could ever imagine."
7367,Growth-Type Superhero,FANTASY,WEDNESDAY,28,131515,8.39,3378603,235763,ONGOING,FALSE,"hoshitsuki koneko,KURAHASHI WAKUTO,YUKISHIGE","In a world where humanity battles monsters with powerful weapons called Relics, Hinata Asahi is the ultimate underdog at Valkyria Academy, a school for training warriors. Mocked for his relic, a gimmicky suit that looks like a comic book costume, and bullied by classmates, no one knows it holds a secret. The more he is pushed down, the stronger it becomes. Driven by his father legacy, Hinata forges new friendships and pushes past every obstacle. With unwavering determination, can he rise to become one of the academy strongest?"
7366,Absolute Reign,ACTION,MONDAY,19,75200,9.64,1015767,100073,ONGOING,FALSE,"sidae,Y.H.JANG","Twenty years have passed since the Great War, but petty theft and exploitation have taken root during times of peace. The once dazzling world of Murim is a mere shadow of its former self, but one young enigmatic swordsman has sworn to restore Jianghu to its former glory. Will the noble principles of justice and loyalty prevail over corruption and greed?"
7365,MOONSTRUCK,ROMANCE,THURSDAY,17,204662,9.35,2955929,193162,ONGOING,FALSE,"jellyfish,youngmo",How far would you be willing to go for love? The unavoidable temptation to destroy one deepening love is an ageold dilemma for many. This provocative collection of love stories will show you how dangerous passion can sometimes be.
7364,Space Cheon-ma 3077,FANTASY,FRIDAY,21,53975,9.31,758983,73153,ONGOING,FALSE,"GreenFox,Kimdaeyeong,sanha","Qi, swords, martial artists and robots and spaceships?! The year is 3077, thousands of years after the heyday of the martial arts realm. Humanity inhabits the stars, governed by interstellar martial arts organizations who kept the old ways of the realm alive: might makes right! For bounty hunters like Seryeong, Robert, and Sunja, this means trouble is good for business, except when they bite off more than they can chew. After venturing to the irradiated wasteland of Earth for a top bounty, only to find a 2,000yearold martial artist instead, they realize their fortunes are about to change"
7363,Monster Eater,FANTASY,FRIDAY,21,114182,8.47,2011052,172935,ONGOING,FALSE,"Renkino,Egashira,G!on,Ichimatsu Kei","Rudd a nobody just an ERank adventurer with a seemingly useless talent of status immunity. An outcast in a city obsessed with labyrinth crawling, he stuck scraping by as a grubby forager,navigating guild politics and backstabbing adventurers just to survive. But when a betrayal leaves him for dead without any supplies or help, he does the unthinkable and consumes the flesh of fallen monsters"
7362,The Black Serpent,ACTION,SATURDAY,21,34930,9.9,399889,55292,ONGOING,FALSE,angyungal,"I shall destroy the factions of justice and avenge the deaths of my comrades!Jeonghwa, the captain of the Black Serpent Squad, loses everyone she grew up with when the lawful factions betray them after the battle against the chaotic factions. On the verge of death herself, she must now claw her way up to deliver true justice to the socalled justice factions."
7361,Hellbound 2: The Resurrected,THRILLER,THURSDAY,26,19603,9.41,101796,12383,ONGOING,FALSE,"Yeon Sangho,Choi Gyuseok","Five years have passed since a blameless infant was spared from a demonstration, saved by her parents' selfsacrifice. Yet what should have ended the religious hysteria has instead fueled a new wave of feverish cult practices by the evergrowing Arrowhead. As society teeters on the brink of further chaos and longdead sinners inexplicably begin returning to life, the government steps in behind the scenes to tip the scales."
7360,Reincarnated into a Cursed Game,FANTASY,TUESDAY,21,89113,9.18,1070941,88271,ONGOING,FALSE,"CMJM,hanzing","An overworked game developer dies and is reincarnated as the weakest character in the game he created himself. Challenged by Jaeseokcheon, the ruler of the game universe, he must complete a series of quests to survive and prevent a second death. Epic battles between monsters, celestial beings with magic powers, and Jaeseokcheon ensue. In this tugofwar between the omniscient game designer and the hidden mastermind ruler Who will win?"
7359,Radiant Rewind,ROMANCE,TUESDAY,22,42267,9.81,563540,73905,ONGOING,FALSE,SANG HA,"In a cynical world where love has lost its luster, 37yearold Hayeong Kim is merely a shell of her former self. But in a twist of fate, she catapulted back in time, inhabiting the body and vibrant spirit of her 17yearold self, Seon Kim, and reliving an era of passionate love and limitless potential. Empowered by her knowledge of what to come, Seon embarks on a mission to reshape her friends destinies. Bouncing between past and present, orchestrating grand changes, Seon begins to discover that altering others lives might be the key to rediscovering love, purpose, and the courage to dream again."
7358,The Unparalleled Hidden Rank Equipment,ACTION,SATURDAY,20,130068,7.18,1824752,113577,ONGOING,FALSE,"Kyoro,Toba Iori,moufu,Hanamajin","What would you do if you suddenly regained memories of your past life and realized you were living in a world that was once a game you played? Jinfrey chooses to use his knowledge as an OG gamer and exploit the game secrets so he can become an unparalleled adventurer. But hell have to be careful because if he dies, it game over! Will he be able to find all of the hidden rank equipment, defeat the bosses, and give his family the life they deserve?"
7357,A Flower Blooms on the Wall,ROMANCE,THURSDAY,31,160554,9.21,2723438,212675,ONGOING,FALSE,"Eunjeong,Myeonla,Park Yeong","Of course I recognized you. Youre my first love.Living a life of being stalked by her first love, Dam Do is visited by her brother friend Yun Oh. No longer the boy next door who used to follow her around like a puppy, Yun is now a man, and he acts strangely aloof around her. While Dam has found herself resenting her first love, Yun is secretly quite excited to be around his first love once again. As the two become reacquainted after their time apart, they may be in for a lesson on what love really is."
7356,The Memory Shop,HEARTWARMING,THURSDAY,22,37954,9.79,370320,66989,ONGOING,FALSE,COMO SOY,"Feeling down? Stop by Cunimaru a cozy shop where souls waiting for reincarnation gather to reminisce about their happiest memories. Savor a warm cup of tea and join Jiun Lee, Cunimaru new owner, as she embarks on a journey of healing, both for herself and her new friends, while unraveling the mysteries of this whimsical afterlife retreat."
7355,Dear Summer Sky,ROMANCE,MONDAY,26,78336,9.37,961632,89194,ONGOING,FALSE,SOJANG,"Gihu, a high schooler with a passion for photographing the sky, dreams of entering a photography contest. However, the contest requires a portrait photo, which he terrible at. He enlists the help of Haneul, a mysterious new transfer student who accidentally appears in one of Gihu sky photos. Despite his struggles, he finds himself wanting to take more photos of her. As they prepare for the school festival, Gihu becomes more intrigued by Haneul, while she, initially misjudging him, helps him out of guilt after realizing she underestimated his abilities.This series contains themes regarding bullying that may not be suitable for all readers. Viewer discretion is advised. If you or someone you know is struggling or in crisis, please reach out for help at Crisis Text Line (http://crisistextline.org/)."
7354,The Princess and the Boss,COMEDY,MONDAY,23,39390,9.45,546418,76579,ONGOING,FALSE,YOEN,"Juyeong Nam, the boss of a multinational corporation, has been doing his best to defy the fate of a superrich male lead, only to be swept off his feet by a princess falling from the sky! Will he succeed in returning this princess, with her strange hair color and even stranger personality, to her world safely?"
7343,Girlfriend Manual ,ROMANCE,"TUESDAY,SATURDAY",26,203096,9.24,4508283,513181,ONGOING,FALSE,saefira (Merlin),"Athena is desperate. Why is dating girls so hard? Even though she's doing everything to become the ""it"" girl the skincare, the workouts, and even the university she goes to nothing is working. Where is Athena's love story? Every crush ends in disaster, every date is a flop, and her confidence is running low. But then she meets Levi, the handsome yet mysterious barista. Athena can keep her eyes off of her! She knows she can't mess this one up and her friends have just the solution. Athena needs the Girlfriend Manual."
7317,Nina Lives Alone,COMEDY,"TUESDAY,SATURDAY",36,87779,9.53,2360490,293663,ONGOING,FALSE,SgtBaconBurger,"Nina is living on her own for the first time, and between work, classes, and home maintenance, she's determined to make it work. Sure, she's learning as she goes, but how hard could it possibly be?"
7305,The Reluctant Demon Cult Leader,ACTION,SATURDAY,21,50335,8.87,588647,58661,ONGOING,FALSE,"Nabong,SongSil,KHY","The leader of the demonic cult is a formidable entity that everyone is afraid of.However, while the demonic cult members expect him to exude great violence, the new Demonic Cult Leader, Do Yugang, wishes to live a simple and peaceful life.Will his modest wish be granted in the end?"
7304,Broken Engagement,ROMANCE,SATURDAY,24,111744,8.74,2160763,174786,ONGOING,FALSE,"Ryu Heon,tosuke,Shinonome Yu","Once Im back from the battlefield, perhaps youll share your heart with me then.Those were the final words of Prince Lochlan of the Routen Kingdom to his fiancee April Campbell before he rode away to war, never to return. Left heartbroken and destitute as the neglected ward of her greedy uncle and his mistress, April desires nothing more than her freedom, almost as ardently as she wants her prince to return to life. When April is brought to the royal palace for her beloved prince funeral, she notices something unusual about his twin brother, Crown Prince Dominic"
7303,How Far Can We Go?,ROMANCE,WEDNESDAY,21,193158,9.31,3941962,292701,ONGOING,FALSE,"Lee Yusu,ted,Tae Soyoung","The Song family's true biological daughter appears, shaking Juha's world. Seeking an escape from an unwelcoming home, Juha embarks on a series of blind dates until she meets Sahyeon, who boldly suggests setting a wedding date within minutes of their first date. Just as Juha starts to develop feelings for him, her cunning younger sister who has already taken everything else from her declares her intention to marry him instead."
7302,Kill to Live,ACTION,WEDNESDAY,23,34273,8.72,322805,28146,ONGOING,FALSE,"Eun Ryoo,Projectsoon","Individuals who return from death as Terminal Revenants are granted unique abilities that allow them to surpass human limits. They have the power to steal the lifespan of others. Twentyone years ago, the worst of these revenants, Haesu Shin, disappeared without a trace after killing 144 people and stealing everything. Now, a revenge 20 years in the making begins, aimed at capturing the most dangerous of these resurrected beings."
7301,Over the Top,ACTION,SATURDAY,23,49661,7.97,568439,42088,ONGOING,FALSE,"Hoo,RAZR","Legend says that a being stronger than any other, a being feared by both angels and demons, a being completely OVER THE TOP (aka OTT) will be awakened in the near future. But our average high school boy Jaeik doesn care much for this legend until he turns 19 and members of Heaven and Hell desperately attempt to win him over. Will our soontobe fearsome (and uninterested) OTT be able to pick a side? Well, we'll see once the dust of the recruiting war settles."
7300,Love in Session,ROMANCE,SATURDAY,24,76717,9.47,1484647,145041,ONGOING,FALSE,"YERANG,SEUNG9","Eighteenyearold Woori Chae is just a normal high schooler who loves reality dating shows until she unexpectedly lands a spot on ""Love in Session"" alongside her childhood crush, Woojin Hyeon. Frantic to win his heart, Woori throws herself at the opportunity. But her mission quickly becomes complicated: Woojin is mysteriously absent, one participant hates her, and she finds herself unexpectedly attracted to others on the show. As romantic tensions rise, Woori must navigate her feelings and the show drama. Can she untangle her heart and find true love amid the chaos?"
7293,Frozen Hearts,FANTASY,THURSDAY,24,144966,9.45,2509794,260728,ONGOING,FALSE,HWIYO,"Hiding her identity as a Snow Maiden demon, Seolha has carved out a life in disguise among humans. However, her life changes forever when she catches the interest of the Northern Prince, a man known for hunting down and killing demons, and agrees to become his bride. Will these two be able to overcome their differences and live happily ever after?"
7292,High School Queen,DRAMA,THURSDAY,24,152447,9.24,2782477,283154,ONGOING,FALSE,"critie,Nehae","Cheongha Kim, a legendary swordswoman from the Joseon era, awakens centuries later in the body of Dajin Park, a quiet high school student. Armed with deadly combat skills, Cheongha must face school bullies, navigate the chaos of modernday life, and find her place in a world far different from her own. The halls of Juwon High are about to meet a warrior unlike any theyve seen before.The series contains themes regarding bullying and violence that may not be suitable for all readers. Viewer discretion is advised."
7261,The Regressed Mercenary Has a Plan,ACTION,WEDNESDAY,24,295831,9.62,5720098,455495,ONGOING,FALSE,"JJJSSS,Gold Haeng","Cecil Perdium, the Mercenary King, was killed in battle before he could avenge his family. As he faces death, he learns that Duke Delphine, the man who caused the downfall of his family, didn't work alone. Suddenly waking up as his teenage self, Cecil must work to both overcome his poor reputation and build up his strength to save his family. With their soldiers and knights defecting due to the harsh conditions they must endure, he has his work cut out for him. Can Cecil become the mighty warrior he once was and avert his family's fate?"
7255,Writers Legacy,ACTION,SATURDAY,22,89842,8.81,1169033,81748,ONGOING,FALSE,"Jeffon,Nina D, OtoSan","In a world ruled by Writers, a chosen few who draw incredible power from their books, we follow JiSung, an underdog Erank Writer. His life changes forever as he discovers he the secret heir of a legendary Writer and possesses extraordinary abilities. Now hunted for his new powers, JiSung must unlock the truth about his legacy and face fearsome new enemies."
7236,The Regressor Only Protects Me,ACTION,MONDAY,22,71885,8.95,910867,96131,ONGOING,FALSE,"MIDO,Joo Jinhong,Choe Wonjoon","Let the Survival Game Begin! Designated as a disruptive species in the universe ecology,humanity must now participate in the league under the watchful eye of the universal administrators. Jaehui Jin, sent back in time during the final stage of the game, arrives at one conclusion only Sion Kang has the power to lead humanity to victory."
7235,Valhalla Saga,ACTION,TUESDAY,22,116797,9.17,1789946,144378,ONGOING,FALSE,"JSun(REDICE STUDIO),Tripleline,Chwiryong","The strength of a Valhalla warrior comes from the Saga, a magical power born from the feats and achievements of their past life. Although Taeho was the world's greatest pro gamer and not a warrior, his character, the valiant Karstedt, was a legend in the world of Dark Age.Taeho must now begin a new saga to end Ragnarok and prevent the world from being destroyed."
7208,Bad Born Blood,ACTION,TUESDAY,24,162939,9.66,2449173,186338,ONGOING,FALSE,"DPark,Pumpkinbird,Baeksu Noble","All this is for the Empire. Luca had never once questioned his dream of joining Accretia Imperial Guard. Not until he met Ilay, that is. The most unexpected of friends, Ilay personality and family background are nothing like Luca. However, it is through their differences that the two friends will begin to shape not only each other, but even the very planet on which they live."
7207,Ark of the Law,FANTASY,TUESDAY,24,36208,9.58,311287,40785,ONGOING,FALSE,Gosaribaksa,"Eight children, each gifted with mysterious powers that could spell disaster for the world, grow up together on a remote island shrouded in a sinister and unsettling aura. What secrets are they hiding, and what future awaits them?This series contains themes regarding child abuse and mental health that may not be suitable for all readers. Viewer discretion is advised. If you or someone you know is struggling or in crisis, please reach out for help at Crisis Text Line (http://crisistextline.org/)."
7206,The Academy Sashimi Sword Master,FANTASY,FRIDAY,26,121515,9.27,2796427,227098,ONGOING,FALSE,"GMAN,tangahuru","Chef Kim, Korea's legendary sashimi master, is transported into the world of Blessing M, a mobile game he once played. But instead of being a hero, he finds himself as Geomma Kang, a mere background extra. Forced into a new life, Geomma discovers a new power: the Blessing of the Blade God. Now, to survive in this gamelike world, he must slice through challenges and enemies alike. Will his unmatched skills in the kitchen be enough to carve out a new destiny?"
7205,Day of Disaster,MYSTERY,FRIDAY,26,23441,9.79,241241,28196,ONGOING,FALSE,"Twilight EXPRESS,Lee Seung Chan","In 2009, a resident of a small mountain village is shot and killed, and this murder leads to a series of sinister events. Jeongu Cho, a boy who was born and raised in the village, begins to feel a mysterious gaze on him, and finds himself caught up in an uncontrollable disaster."
7182,"Oversummoned, Overpowered, and Over It!",FANTASY,THURSDAY,25,376174,7.35,8974292,485522,ONGOING,FALSE,"Saitousa,Tsugutoku","It was another boring school day, or so thought Inori Takafuji until Goddess summons him and his classmates to a different world. Just as Inori gets excited for a new life, he is banished and resummoned to other worlds over and over again, each time with new, additional powers! Will there be an actual challenge and suspense befitting our superpacked hero or will the adventure be a breeze?"
7181,Hiding a Warehouse in the Apocalypse,ACTION,SUNDAY,24,83896,9.65,1611428,152862,ONGOING,FALSE,"Saint Nine,Jaedeok Wang,Goochae,YES WORKS","Imagine you are stuck inside a warehouse while the world is experiencing an apocalypse. That exactly what happening to Jeonggyeom, except he suddenly awakens a very odd but powerful ability to store anything in a parallel dimension, giving him the tools to defeat the creatures wreaking havoc on the world. But as he ventures into the ravaged city of Seoul, he realizes there is more to this apocalypse than meets the eye as he encounters other survivors and mysterious monsters on his quest to find his family."
7180,Yeonwoo's Innocence,ROMANCE,SUNDAY,26,179056,9.37,3006145,286190,ONGOING,FALSE,Esol,"Yeonwoo is easily mistaken for a female student due to his soft and delicate appearance. He develops a crush on Haesol Kang, the most popular student in school. However, due to his shy and timid personality, Yeonwoo has never spoken to Haesol even once despite being in the same class."
7179,Ultimate Tutorial Warrior,ACTION,SATURDAY,25,83338,8.77,1435788,119816,ONGOING,FALSE,"sanhocho,LICO,STUDIO INUS","Junsu is an ordinary college student who spends an extraordinary amount of time trying to beat a paytowin hero collector game called Arcane Seoul. All his hours of painstaking gameplay finally pays off when he lands Cheonma, one of the ultimate SSranked characters in the game, seconds before a truck runs him over.Now, he finds himself as Jeonsa Kim, a basic tutorialstage character who can learn any skill. Can he use his gaming knowledge to survive the godforsaken, magicdriven, and monsterridden alternate world of Arcane Seoul?'This series contains depictions of gun violence that may not be suitable for all readers. Viewer discretion is advised.'"
7178,My Aggravating Sovereign,ROMANCE,SATURDAY,25,184502,8.81,3926837,287065,ONGOING,FALSE,"Okuda Task,Gesui Douman,Kanata","Aria world is thrown into chaos when Crown Prince Julius, the brilliant but insufferable royal she sworn to protect as Captain of his Guard, announces her as his future bride. Stunned, Aria confronts him, and Julius offers a way out: if she can defeat him in any competition before the wedding in six months, hell cancel the engagement. But with Julius unmatched skills, winning won be easy. Can Aria outsmart the talented prince and reclaim her life?"
7177,Return Your Soul,ROMANCE,WEDNESDAY,24,222597,9.29,2905689,290450,ONGOING,FALSE,Yaongyi,"Ryeong is the only one in her exorcist family without powers she can only see ghosts. One night, during the village festival, she encounters Yuseong, a young man possessed by a mysterious ghost. The ghost asks Ryeong to help uncover his lost memories and break the grudge that binds him to the living world. Desperate to escape her family's cruelty, Ryeong seizes the chance to enroll in Mujanggak, the elite martial arts school run by Yuseong family. As a female student in a maledominated world, she faces relentless challenges. Can she survive and uncover the truth to free them both?"
7172,My Child Will Have a Different Father,FANTASY,SATURDAY,30,461878,8.5,13013422,979872,ONGOING,FALSE,"Team ChungYeon,TAPAHA,Paganjang","Fate, save my unborn child!These are the last words of Princess Hinael as she plummets to her death at the hands of Count Chetaire, her unfaithful husband. Little does Hinael know that destiny will grant her a second chance, as she awakens two years in the past, shortly before her marriage. With her knowledge of what to come, Hinael attempts to rewrite the stars for herself and her future child. And what better way to achieve her ambitions than to court her kingdom former enemy, the dark and stern Prince Lutz of the Empire of Triekas?"
7171,The Acting Empress Still Spends the First Night,ROMANCE,TUESDAY,28,222806,8.47,5420619,389765,ONGOING,FALSE,"salgujelly,Aira,cleobbakdora","Zelda von Trova never wanted the title of Acting Empress, but when she's forced to wed the Emperor of the Raphion Empire in place of the runaway princess, she has no choice. Yet after sharing the first night with him, her divorce plans begin to waver. As their attraction grows, Zelda heart is torn will she be able to walk away when the time comes, or will love unravel all her plans?"
7170,The Demon Faction Return,FANTASY,TUESDAY,28,71134,9.16,1308103,109802,ONGOING,FALSE,"Team the J,MISANG,Han Yurim","In an effort to escape the power struggle within the Heavenly Demon Sect, the protagonist Myeongun retreats to a life of seclusion. However, simply avoiding ambition for the throne is not enough to avert tragedy. Myeongun flees from the sect leader Myeonggak, who seeks fratricide, before meeting his demise. At the moment of his death, as his consciousness fades, he hears a voice. ""Do you regret it? Do you wish to fight again?""""To his surprise, Myeongun, believed to be dead, opens his eyes once more."
7169,I Grabbed the Leash of the Blind Beast,ROMANCE,MONDAY,28,275879,8.49,7128501,528780,ONGOING,FALSE,"The Greedy Gatsby,PPANG,Kayeh","When an average twentysomething wakes up in the battered body of a nameless extra from a romance novel, all she wants is to go home. But first, shell have to see the story through as Rona, the maid of Grand Duke Ileon, the novel hero who was blinded by poison. She just has to make sure the heroine restores his sight with a special flower so they can have their happy ending easy enough, right? With a plot gone awry, Rona dangerous past, and the grand duke affections, can Rona stick to the story?"
7168,Horde: Dark Contract Saga,ACTION,SATURDAY,19,32564,7.65,157721,13268,ONGOING,FALSE,"Play,Nue","Obi is just an average high schooler who needs money for a date with the girl he likes. But when he signs a contract for a parttime job with a shady boss, he isn't prepared for the fine print bringing the souls of the damned under heel! With new powers and more to his past than he realizes, he will have to become stronger in order to save the girl and the world!"
